age,gender,education_level,government_region,W8wave5,W8wave6,W8wave7,w1rwa11,w1rwa21,w1rwa31,w1wing1a,w1EQUALITY1,w2UKparty1,w2UKparty2,w2UKparty3,w2trdegl5,w2trdegl7,w2trdegl8,w2trdegl9,w2efftrst1,w2efftrst2,w2efftrst3,w2efftrst4,w2efftrst5,w2efftrst6,w2efftrst14,w2efftrst15,w2efftrst16,w2efftrst18,w2natid1,w2natid2,w2natid3,w2natid4,w2eupan1,w2eupan2,w2eupan3,w2eupan4,w2eupan5,w2eupan6,w2eupan7,w2eupan8,w2eupan9,w2eupan10,w5econ1,w5econ2,w5econp1,w5econp2,w5EUref1,w6econ1,w6econ2,w6econp1,w6econp2,w6EUref1,w7cgreed,w7banks,w7EUref1,Weight_wave10,w10econ1,w10econ2,w10econp1,w10econp2,w10EUref1
56,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",North East,1.065530380692889,1.156539344634514,1.19019733232056,Strongly agree,Agree,Agree,4,4,Labour,,,Don’t know,Positive effect,Don’t know,Don’t know,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither unimportant nor important,Don’t know,Always,Neither unimportant nor important,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Stayed the same,Got a little worse,Get a little worse,Stay the same,Don't know,Gotten a little better,Gotten a little worse,Get a little worse,Stay the same,I would vote for Britain to leave the European Union,Strongly agree,Agree,I would vote for Britain to leave the European Union,1.661323922473008,Got a little better,Stayed the same,Get a little worse,Stay the same,I would vote for Britain to leave the European Union.
58,Female,University diploma,East Midlands,1.070862561674297,1.156478997281009,1.150369535982754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a little worse,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union.,Gotten a little worse,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.7025439311593309,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
30,Male,No formal qualifications,South East,,,,Neither agree nor disagree,Donâ€™t know,Neither agree nor disagree,5,7 -  Government should do more to reduce income inequality.,,,No-none,Don’t know,Don’t know,Don’t know,Don’t know,Neither agree nor disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Very unimportant,Don’t know,Don’t know,Don’t know,Don’t know,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,,,,,,,,,,,,,,,,,,,
73,Female,Clerical and commercial,South West,.3218709812427168,.4099482952724099,.4070593080632554,Strongly agree,Strongly agree,Agree,5,4,,,United Kingdom Independence Party (UKIP),Negative effect,Don’t know,Negative effect,Negative effect,Agree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither unimportant nor important,Very well,Always,Neither unimportant nor important,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Got a lot worse,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Stayed the same,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,.4286068738761439,Got a little worse,Stayed the same,Get a little worse,Stay the same,I would vote for Britain to leave the European Union.
58,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",East of England,.506667700430905,1.101635474955594,1.193424587899158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little better,Get a little better,Stay the same,Don't know,Gotten a lot worse,Gotten a little better,Stay the same,Stay the same,Don't know,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.5387257388080685,Got a lot worse,Stayed the same,Don't know,Get a little worse,I would vote for Britain to remain a member of the European Union.
50,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Scotland,.8980918008754861,.4358604278010855,.4286664344245404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,.7986467015035443,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
31,Female,GCE A level or Higher Certificate,London,1.122028033816612,.5832634255539393,.5993339129573295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Gotten a little worse,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,1.259732103948661,Stayed the same,Stayed the same,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.
44,Male,University diploma,London,,,,Agree,Strongly agree,Agree,4,4,,Green,,Positive effect,Positive effect,No effect,Positive effect,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither unimportant nor important,Not very well,Sometimes,Neither unimportant nor important,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,,,
66,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",South West,1.167777978656571,1.023531422350861,1.006076915341368,Strongly agree,Strongly agree,Agree,5,4,,Don't know,,Negative effect,Don’t know,Negative effect,Negative effect,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Very important,Very well,Quite Often,Neither unimportant nor important,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Stayed the same,Got a little worse,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Neither agree nor disagree,Agree,I would vote for Britain to leave the European Union,1.019969693542221,Got a little better,Got a little better,Stay the same,Don't know,I would vote for Britain to leave the European Union.
45,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",London,1.120563037247172,,,Strongly agree,Strongly agree,Strongly agree,10,3,,,Conservative,Negative effect,Don’t know,Negative effect,Negative effect,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Extremely important,Extremely well,Always,Extremely important,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree,Agree,Stayed the same,Got a little worse,Get a little worse,Don't know,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
47,Male,"University or CNAA higher degree (eg M.Sc, Ph.D)",South East,.9747717813985171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
39,Female,"Other technical, professional or higher qualification",West Midlands,.7730539456680694,.8970965355929266,.8948862890319187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Gotten a little worse,Gotten a little worse,Get a little worse,Get a little worse,Don't know,Don't know,Don't know,Don't know,,,,,,
71,Female,"University or CNAA higher degree (eg M.Sc, Ph.D)",South East,.9064065258824507,.7269404700092997,.7427908831332468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little worse,Get a little better,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Gotten a little worse,Get a little better,Get a little better,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,.7258663570198256,Got a little better,Got a lot better,Stay the same,Get a little better,I would vote for Britain to leave the European Union.
43,Male,"Other technical, professional or higher qualification",East Midlands,1.480627063810593,1.440078971720702,1.43354454546657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Stay the same,I would not vote.,Gotten a little better,Stayed the same,Stay the same,Stay the same,I would not vote,Neither agree nor disagree,Agree,Don't know,,,,,,
66,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",West Midlands,1.139147016392512,1.073485531435296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,,,,,,,,,
67,Male,City and Guild certificate - advanced,Wales,.8458518577534418,.8146073396353161,.7999402531976633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little worse,Get a little worse,Get a little better,Don't know,Stayed the same,Stayed the same,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,.8128611218734725,Got a little better,Got a little worse,Get a little worse,Get a little better,I would vote for Britain to remain a member of the European Union.
53,Male,GCE A level or Higher Certificate,South East,.6895539132837197,.674490720686638,.659227943825463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Gotten a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.5944138951255202,Got a little better,Got a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.
60,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",South East,1.111371834047269,1.648902247604068,1.685625584452285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot better,Stayed the same,Stay the same,Get a little better,I would not vote.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would not vote,Agree,Strongly agree,I would vote for Britain to remain a member of the European Union,1.017004597011196,Got a little better,Got a little better,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.
62,Male,City and Guild certificate,South East,,,,Agree,Agree,Agree,5,4,,,No-none,Positive effect,Positive effect,No effect,Positive effect,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Don’t Know,Agree,Disagree,Don’t Know,Neither agree nor disagree,Extremely important,Extremely well,Always,Neither unimportant nor important,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,,,,,,,,
64,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",South East,1.113224999727721,.8530809502650274,.8662159624427277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Stayed the same,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Agree,Agree,I would vote for Britain to leave the European Union,.4994103688595958,Stayed the same,Stayed the same,Stay the same,Get a little worse,I would vote for Britain to leave the European Union.
33,Female,GCE A level or Higher Certificate,Yorkshire and the Humber,1.092905169909651,1.234447567081271,1.273417841404146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Got a little better,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union,Strongly agree,Agree,I would vote for Britain to remain a member of the European Union,,,,,,
65,Male,No formal qualifications,Scotland,.7369167218749194,.7259617997643462,.7020932807544062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.,Gotten a little worse,Gotten a little worse,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.911337734521969,Got a little better,Got a lot worse,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.
